dataset,fluence_ratio,t_ps,delta_k_exp,sigma_dk,delta_k_fit,residual,u,u_raw,u0,dk0,K_dk_used,B_dk_used,A_obs_used,B_obs_used,json_local_key,readout_source,m,eta,chi2q,Te,Ts,Tl,dt_i_ps,sigma_irf_ps
dk_2p5mW.csv,2.5,19.0,0.03446519375,0.001095164567,0.03317296183937199,-0.0012922319106280084,0.23877981233524867,0.23877981233524867,0.2852095521567942,0.04115286469,,,0.07016696090908581,0.01641850808136575,deltak12k_2p5mW.csv,json_best_local_params,0.7097284750379972,0.9417055261818953,0.33643825876151434,22.256661575712396,11.44367488989362,30.51958930714293,0.5146593205424301,0.2
dk_2p5mW.csv,2.5,24.0,0.03116980195,0.0003769196337,0.03186515762156803,0.000695355671568032,0.22014135057404374,0.22014135057404374,0.2852095521567942,0.04115286469,,,0.07016696090908581,0.01641850808136575,deltak12k_2p5mW.csv,json_best_local_params,0.6750734085359982,0.9453353240885202,0.32609986971854593,19.089992246951347,11.522644498271625,29.628986064486057,0.5146593205424301,0.2
dk_2p5mW.csv,2.5,29.0,0.03133068979,0.0003618773189,0.0306574522957564,-0.0006732374942435976,0.20292947036483194,0.20292947036483194,0.2852095521567942,0.04115286469,,,0.07016696090908581,0.01641850808136575,deltak12k_2p5mW.csv,json_best_local_params,0.6449775185170561,0.9492142930375256,0.3146303003419577,19.061127681068562,11.590069768068187,28.741835485296455,0.5146593205424301,0.2
dk_2p5mW.csv,2.5,34.0,0.0289721638,0.0003501529864,0.02954622114007914,0.0005740573400791413,0.18709251318042344,0.18709251318042344,0.2852095521567942,0.04115286469,,,0.07016696090908581,0.01641850808136575,deltak12k_2p5mW.csv,json_best_local_params,0.6188173596536372,0.9532005219885769,0.3023388246333981,18.979605266651653,11.650468324143397,27.866852950587216,0.5146593205424301,0.2
dk_2p5mW.csv,2.5,39.0,0.02634845674,0.0002004151756,0.028529806526548643,0.0021813497865486413,0.17260685496804268,0.17260685496804268,0.2852095521567942,0.04115286469,,,0.07016696090908581,0.01641850808136575,deltak12k_2p5mW.csv,json_best_local_params,0.5960570313442554,0.9571534790577259,0.28958110699369105,18.843867562868773,11.704123328369203,27.00309609943948,0.5146593205424301,0.2
dk_2p5mW.csv,2.5,44.0,0.02710479498,0.0002808893623,0.02760761336166784,0.0005028183816678418,0.15946401462077905,0.15946401462077905,0.2852095521567942,0.04115286469,,,0.07016696090908581,0.01641850808136575,deltak12k_2p5mW.csv,json_best_local_params,0.5762418279786855,0.9609474063610377,0.2767310647686572,18.66051383370425,11.751278148729575,26.149675517785738,0.5146593205424301,0.2
dk_2p5mW.csv,2.5,49.0,0.026659742,0.0001634932269,0.02677850758612926,0.00011876558612925955,0.14764782984098163,0.14764782984098163,0.2852095521567942,0.04115286469,,,0.07016696090908581,0.01641850808136575,deltak12k_2p5mW.csv,json_best_local_params,0.558985861625838,0.9644856701630744,0.26413517760814315,18.43571650766232,11.792152045112699,25.305794757491128,0.5146593205424301,0.2
dk_2p5mW.csv,2.5,54.0,0.02632692456,0.0001514148316,0.026039943937310756,-0.0002869806226892431,0.13712202625408482,0.13712202625408482,0.2852095521567942,0.04115286469,,,0.07016696090908581,0.01641850808136575,deltak12k_2p5mW.csv,json_best_local_params,0.5439615208695706,0.9677062997650169,0.25208037883797946,18.1751109128029,11.826945103109264,24.47076637958812,0.5146593205424301,0.2
dk_2p5mW.csv,2.5,59.0,0.02625237405,0.0004458072071,0.025387759993634365,-0.000864614056365634,0.12782728218612646,0.12782728218612646,0.2852095521567942,0.04115286469,,,0.07016696090908581,0.01641850808136575,deltak12k_2p5mW.csv,json_best_local_params,0.5308905084027576,0.9705799690736192,0.2407789933383983,17.883775137768932,11.855842204413287,23.644034216334678,0.5146593205424301,0.2
dk_2p5mW.csv,2.5,64.0,0.02551499009,0.0003740490647,0.024816421212641243,-0.0006985688773587552,0.11968472087819983,0.11968472087819983,0.2852095521567942,0.04115286469,,,0.07016696090908581,0.01641850808136575,deltak12k_2p5mW.csv,json_best_local_params,0.5195362233302429,0.9731034924662726,0.23036838530914583,17.56625882363635,11.879016219377501,22.82520749226296,0.5146593205424301,0.2
dk_2p5mW.csv,2.5,69.0,0.02493275702,0.0002011631441,0.024319477361906837,-0.0006132796580931646,0.11260241541283574,0.11260241541283574,0.2852095521567942,0.04115286469,,,0.07016696090908581,0.01641850808136575,deltak12k_2p5mW.csv,json_best_local_params,0.509697288507462,0.9752918923092427,0.22092017743034792,17.226644016153703,11.896630682329198,22.01410362705633,0.5146593205424301,0.2
dk_2p5mW.csv,2.5,74.0,0.02512380481,0.0001959768269,0.023890046685952033,-0.0012337581240479678,0.10648228892608069,0.10648228892608069,0.2852095521567942,0.04115286469,,,0.07016696090908581,0.01641850808136575,deltak12k_2p5mW.csv,json_best_local_params,0.5012020513220868,0.9771711086666985,0.21245381706878153,16.86863065076267,11.908842257568335,21.210811141673485,0.5146593205424301,0.2
